PSAP ID,PSAP Name,County,City,State,Zip,Text to TTY,Web Browser,DirectIP,RTT,Other
8646,Fort Sill DES,Comanche,Fort Sill,OK,73503,1,,,,
7392,Bayfield County Communications Center,Bayfield,Washburn,WI,54891,,,1,,
7173,Northumberland County Sheriffs Office,Northumberland,Heathsville,VA,22473,,,1,,
6219,Carroll County 9-1-1,Carroll,Huntingdon,TN,38344,,,1,,
5484,Pickerington Police Department,Fairfield,Pickerington,OH,43147,,,1,,
4447,Stanly County E9-1-1 Communications Center,Stanly,Albemarle,NC,28001,1,,,,
4325,Lenoir Police Department,Caldwell,Lenoir,NC,28645,,,1,,
4231,Columbus Central Communications,Columbus,Whiteville,NC,28472,,,1,,
4226,Clay County Sheriffs Communications,Clay,Hayesville,NC,28904,,,1,,
4219,Cherokee County 911 Communications,Cherokee,Murphy,NC,28906,,,1,,
4205,Caldwell County Sheriffs Communications,Caldwell,Lenoir,NC,28645,,,1,,
4181,Ashe County Sheriffs Office,Ashe,Jefferson,NC,28640,,,1,,
4133,Glendive Police Department,Dawson,Glendive,MT,59330,,1,,,
3482,Midland County Central Dispatch,Midland,Midland,MI,48640,,,1,,
3423,Isabella County Central Dispatch,Isabella,Mt Pleasant,MI,48858,1,,,,
2852,Washington County Sheriff,Washington,Washington,KS,66968,,,1,,
2756,Jackson County Sheriffs Office,Jackson,Holton,KS,66436,,,1,,
1832,Polk County 9-1-1,Polk,CEDARTOWN,GA,30125,,,,1,
1825,Oglethorpe County 9-1-1,Oglethorpe,Crawford,GA,30630,,,1,,
1766,Ft Benning Military Police Department,Chattahoochee,Ft Benning,GA,31905,1,,,,
1725,Cherokee County E9-1-1,Cherokee,Canton,GA,30115,1,,,,
1704,Barrow County 9-1-1,Barrow,Winder,GA,30680,,,1,,
1702,Baldwin County Sheriff's Office,Baldwin,Milledgeville,GA,31061,,1,,,
1663,Stuart Police Department,Martin,Stuart,FL,34994,,,,,1
1581,Martin County Sheriffs Office,Martin,Stuart,FL,34994,,,,,1
1580,Martin County Fire And Rescue-eoc,Martin,Stuart,FL,34994,,,,,1
1251,Pueblo Police Department,Pueblo,Pueblo,CO,81003,,,1,,
1184,Kit Carson County Communications Center,Kit Carson,Burlington,CO,80807,,,1,,
1105,Colorado State Patrol-craig,Moffatt,Craig,CO,81625,,1,,,
85,Petersburg Volunteer Fire Department,Petersburg,Petersburg,AK,99840,,1,,,
8641,Pike County 911 Board,Pike,Bowling Green,MO,63334,1,,,,
8620,South East Texas Regional Planning Commission(SETRPC) Training / Backup PSAP,Jefferson,Beaumont,TX,77703,,,1,,
8596,Christus EMS,Gregg,Longview,TX,75602,1,,,,
8341,Crestview Fire Department,Okaloosa,Niceville,FL,32578,,,,,1
8326,Kent County Sheriff's Office,Kent,Abilene,TX,79602,,,1,,
8018,Macon County PSAP/Macon County ETSB,Macon,Decatur,IL,62521,,,1,,
7933,Eglin Fire Dept.,Okaloosa,Niceville,FL,32578,,,,,1
7932,Eglin Law Enforcement,Okaloosa,Niceville,FL,32578,,,,,1
7931,Valparaiso Police Dept.,Okaloosa,Niceville,FL,32578,,,,,1
7930,Niceville Police Dept.,Okaloosa,Niceville,FL,32578,,,,,1
7929,Fort Walton Beach Police Dept.,Okaloosa,Niceville,FL,32578,,,,,1
7478,Oconomowoc City Police Department,Waukesha,Oconomowoc,WI,53066,,,1,,
7102,Chesapeake Police Communications,Chesapeake City,Chesapeake,VA,23320,,,1,,
7087,Bedford Communications,Bedford,Bedford,VA,24523,,,1,,
7015,Zapata County Sheriffs Office,Zipata,Zapata,TX,78076,,,,,MSRP over ALI Links
7009,Wood County Sheriffs Office,Wood,Quitman,TX,75783,1,,,,
6996,White Oak Police Department,Gregg,White Oak,TX,75693,1,,,,
6984,Webb County Sheriffs Office,Webb,Laredo,TX,78040,,,,,MSRP over ALI Links
6966,Van Zandt County Sheriff's Office,Upshur,Gilmer,TX,75644,1,,,,
6961,Upshur County Sheriffs Office,Upshur,Gilmer,TX,75644,1,,,,
6947,Throckmorton County Sheriffs Office,Throckmorton,Abilene,TX,79602,,,1,,
6932,Sweetwater Police Department,Nolan,Abilene,TX,79602,,,1,,
6927,Stonewall County Sheriffs Office,Stonewall,Abilene,TX,79602,,,1,,
6922,Starr County Sheriffs Office,Starr,Rio Grande City,TX,78582,,,,,MSRP over ALI Links
6904,Silsbee Police Department,Hardin,Beaumont,TX,77703,,,1,,
6897,Shackelford County Sheriffs Office,Shackelford,Abilene,TX,79602,,,1,,
6893,Scurry County Sheriffs Department,Scurry,Abilene,TX,79602,,,1,,
6873,Runnels County Jail,Runnels,Abilene,TX,79602,,,1,,
6869,Roma Police Department,Starr,Roma,TX,78584,,,,,MSRP over ALI Links
6855,Rio Grande City Police Department,Starr,Rio Grande City,TX,78582,,,,,MSRP over ALI Links
6842,Rains County Sheriffs Office,Rains,Emory,TX,75440,1,,,,
6836,Port Arthur Police Department,Jefferson,Beaumont,TX,77703,,,1,,
6831,Pinehurst Police Department,Orange,Beaumont,TX,77703,,,1,,
6818,Panola Sheriffs Office,Panola,Carthage,TX,75633,1,,,,
6814,Palestine Police Department,Anderson,Palestine,TX,75801,1,,,,
6810,Orange Police Department,Orange,Beaumont,TX,77703,,,1,,
6809,Orange County Sheriff,Orange,Beaumont,TX,77703,,,1,,
6798,Nederland Police Department,Jefferson,Beaumont,TX,77703,,,1,,
6777,Mineola Police Department,Wood,Mineola,TX,75773,1,,,,
6753,Marion County Sheriffs Department,Marion,Jefferson,TX,75657,1,,,,
6721,Laredo Police Department,Webb,Laredo,TX,78041,,,,,MSRP over ALI Links
6720,Laredo Pd / Backup Training Center,Webb,Laredo,TX,78040,,,,,MSRP over ALI Links
6704,Knox County Central Dispatch,Knox,Abilene,TX,79602,,,1,,
6683,Jones County 9-1-1 Communications Center,Jones,Abilene,TX,79602,,,1,,
6680,Jim Hogg Sheriffs Office,Jim Hogg,Hebbronville,TX,78361,,,,,MSRP over ALI Links
6678,Jefferson County Sheriffs Office,Jefferson,Beaumont,TX,77703,,,1,,
6675,Jacksonville Police Department,Cherokee,Jacksonville,TX,75766,1,,,,
6636,Haskell County Sheriffs Department,Haskell,Abilene,TX,79602,,,1,,
6630,Hardin County Sheriffs Office,Hardin,Beaumont,TX,77703,,,1,,
6619,Gregg County Sheriffs Office,Gregg,Longview,TX,75606,1,,,,
6608,Gladewater Police Department,Gregg,Gladewater,TX,75647,1,,,,
6579,Fisher County Sheriffs Office,Fisher,Abilene,TX,79602,,,1,,
6555,Eastland County Central Dispatch,Eastland,Abilene,TX,79602,,,1,,
6500,Comanche County Sheriffs Office,Comanche,Abilene,TX,79602,,,1,,
6497,Colorado City Police Department,Mitchell,Abilene,TX,79602,,,1,,
6492,Coleman Police Department,Coleman,Abilene,TX,79602,,,1,,
6483,Cherokee County Sheriffs Office,Cherokee,Rusk,TX,75785,1,,,,
6477,Carthage Police Department,Panola,Carthage,TX,75633,1,,,,
6473,Canton Police Department,Van Zandt,Canton,TX,75103,1,,,,
6472,Camp County Sheriffs Office,Camp,Pittsburg,TX,75686,1,,,,
6469,Callahan County Sheriffs Office,Callahan,Abilene,TX,79602,,,1,,
6462,Brownwood Police Department,Brown,Abilene,TX,79602,,,1,,
6453,Bridge City Police Department,Orange,Beaumont,TX,77703,,,1,,
6451,Breckenridge Police Department,Stephens,Abilene,TX,79602,,,1,,
6428,Beaumont 911 Operations Center,Jefferson,Beaumont,TX,77703,,,1,,
6427,Beaumont Fire Department,Jefferson,Beaumont,TX,77703,,,1,,
6402,Anderson Sheriffs Office,Anderson,Palestine,TX,75801,1,,,,
6376,Washington County Emergency Communications,Washington,Johnson City,TN,37605,,,1,,
5058,Columbia County 9-1-1,Columbia,Hudson,NY,12534,,,1,,
4640,Perkins County,Perkins,Grant,NE,69140,,,1,,
4617,Kimball County Communications Center,Kimball,Kimball,NE,69145,,,1,,
4245,Davidson County 9-1-1,Davidson,Lexington,NC,27292,,,1,,
3831,Jefferson City /cole County 911,Cole,Jefferson City,MO,65101,,,1,,
3768,Cape Girardeau Police Department,Cape Girardeau,Cape Girardeau,MO,63755,,,1,,
3767,Cape Girardeau County Sheriffs Office,Cape Girardeau,St. Jackson,MO,63755,,,1,,
3007,Paducah- Mccracken County E9-1-1 Emergency Communications Service,McCracken County,Paducah,KY,42003,,,1,,
2848,University Of Kansas Public Safety Office,Douglas,Lawrence,KS,66045,,,1,,
2801,Osage County Sheriff's Office,Osage,Lyndon,KS,66451,,,1,,
2761,Junction City Police (GEJC),Geary,Junction City,KS,66441,,,1,,
2726,Douglas County Emergency Communication Center,Douglas,Lawrence,KS,66044,,,1,,
2725,Doniphan County Sheriff,Doniphan,Troy,KS,66807,,,1,,
2716,Coffey County Sheriffs Office,Coffey,Burlington,KS,66839,,,1,,
2357,Naperville Police Department,DuPage and Will,Naperville,IL,60540,,,1,,
1717,Camden County E9-1-1,Camden,Woodbine,GA,31569,,,1,,Intergrated solution with Zetron and West
1603,Okaloosa County ECC,Okaloosa,Niceville,FL,32578,,,,,1
1572,Madison County E9-1-1,Madison,Madison,FL,32340,,1,,,
1495,Desoto County Sheriffs Office,DeSoto,Arcadia,FL,34266,,,1,,
1264,Sedgwick County Sheriffs Department,Sedgwick,Julesburg,CO,80737,,1,,,
1252,Rangley Police Department,Rio Blanco,Rangely,CO,81648,1,,,,GEM 911
442,Greenlee County Sheriffs Office,Greenlee,Clifton,AZ,85533,1,,,,
414,Clifton Police Department,Greenlee,Clifton,AZ,85533,1,,,,
8631,Northern Arizona University Police Department,Coconino,Flagstaff,AZ,86011,,,1,,
8327,Pasco County Emergency Communications Backup,Pasco,Dade City,FL,33525,,,1,,
8116,Cerritos College Police Department,Los Angeles,Sacramento,CA,95811,,1,,,
7946,Gulf Breeze Police Department,Santa Rosa,Milton,FL,32583,,,1,,
7945,Milton Police Department,Santa Rosa,Milton,FL,32583,,,1,,
7944,Santa Rosa County Sheriff's Office,Santa Rosa,Milton,FL,32583,,,1,,
7383,WhatComm Communications Center,Whatcom,Bellingham, WA,98225,,,1,,
7170,New Kent County Sheriffs Office,New Kent ,New Kent,VA,23124,,1,,,
5393,Licking County Regional Communications Center,Licking,Heath,OH,43056,,,1,,
1674,Union County Sheriffs Office,Union,Lake Butler,FL,32054,,1,,,
1670,Taylor County Sheriffs Dept.,Taylor,Perry ,FL,32347,,1,,,
1667,Leon County Consolidated Dispatch Agency,Leon,Tallahassee,FL,32311,,,1,,
1646,Santa Rosa County Emergency Communications Center,Santa Rosa,Milton,FL,32583,,,1,,
1640,Putnam County Sheriffs Office,Putnam,Palatka,FL,32177,,1,,,
1627,Pensacola Police Department,Escambia,Pensacola,FL,32505,1,,,,
1626,Pasco County Public Safety Communications,Pasco,Dade City,FL,33525,,,1,,
1623,Flager County Backup,Flagler,Bunnell,FL,32110,1,,,,
1524,Hamilton County Sheriffs Office,Hamilton,Jasper ,FL,32052,,1,,,
1516,Gilchrist County Sheriffs Office,Gilchrist,Trenton,FL,32693,,1,,,
1506,Flagler County Primary,Flagler,Bunnell,FL,32110,1,,,,
1504,Escambia County Sheriff,Escambia ,Pensacola,FL,32505,1,,,,
1502,Escambia County Communications,Escambia ,Pensacola,FL,32505,1,,,,
1496,Dixie County Emergency Services,Dixie,Cross City,FL,32628,,1,,,
1443,Alachua County Sheriff's Combined Communications Center,Alachua,Gainesville,FL,32601,,1,,,
1184,Kit Carson County Sheriff's Office,Kit Carson,Burlington,CO,80807,,,1,,
513,Williams Police Department,Coconino,Williams,AZ,86046,,,1,,
469,Page Police Department,Coconino,Page,AZ,86040,,,1,,
441,Grand Canyon National Park Service,Coconino,Grand Canyon,AZ,86023,,,1,,
428,Flagstaff-Coconino County Communications Center,Coconino,Flagstaff,AZ,86001,,,1,,
236,Midfield Police Department,Jefferson,Midfield,AL,35228,,,1,,
120,Wrangell Police Department,Wrangell,Wrangell,AK,99929,,1,,,
1673,Titusville Police Deparment,Brevard,Melbourne,FL,32940,,,1,,
1650,Satellite Beach Police Department,Brevard,Melbourne,FL,32940,,,1,,
1642,Rockledge Police Department,Brevard,Melbourne,FL,32940,,,1,,
1616,Palm Bay Police Department,Brevard,Melbourne,FL,32940,,,1,,
1582,Melbourne Police Department,Brevard,Melbourne,FL,32940,,,1,,
1538,Indialantic Police Department,Brevard,Melbourne,FL,32940,,,1,,
1483,Cocoa Police Department,Brevard,Melbourne,FL,32940,,,1,,
1482,Cocoa Beach Police Department,Brevard,Melbourne,FL,32940,,,1,,
1463,Brevard County Sheriff's Office,Brevard,Melbourne,FL,32940,,,1,,
1462,Brevard County Fire Rescue,Brevard,Melbourne,FL,32940,,,1,,
7502,Sauk County Sheriff's Department,Sauk,Baraboo,WI,53913,,,1,,
7107,Clarke County 9-1-1,Clarke,Berryville,VA,22611,,,1,,
7079,City of Alexandria,City of Alexandria,Alexandria,VA,22304,,1,,,
7078,City of Alexandria Backup,City of Alexandria,Alexandria,VA,22304,,1,,,
6330,Paris Police Department,Henry,Paris,TN,38242,1,,,,
6273,Henry County Sheriffs Office,Henry,Paris,TN,38242,1,,,,
5556,Westerville Communications Center,Franklin,Westerville,OH,43081,,,1,,
4303,Hoke County Emergency Communications,Hoke,Raeford,NC,28376,,,1,,
4285,Granville County Emergency Communnications,Granville,Oxford,NC,27565,,,,,1
4247,Davie County 9-1-1 Communications,Davie,Mocksville,NC,27028,,,1,,
4186,Beaufort County Communications Center,Beaufort,Washington,NC,27889,,,1,,
1012,UC Berkeley Police Department,Alameda,Sacramento,CA ,95811,,1,,,
743,Glenn County Sheriff (Willows),Glenn,Sacramento,CA,95811,,,1,,
515,Winslow Police Department,Navajo,Winslow,AZ,86047,,,1,,
291,Ashley County 911 / Ashley County Sheriff Office,Ashley,Hamburg,AR,71646,1,,,,
8662,Ellsworth Air Force Base,Pennington,Ellsworth AFB,SD,57706,,1,,,
8592,Southeastern Arizona Communications (SEACOM),Cochise,Sierra Vista,AZ,85635,,,1,,
8496,Maricopa Public Safety Communications Center,Pinal,Maricopa,AZ,85138,,,1,,
8163,Oglala Sioux Tribe Department Of Public Safety,Oglala Lakota,Pine Ridge,SD,57770,,,1,,
7893,Bisbee Police Department,Cochise,Bisbee,AZ,85603,,,1,,
7494,Racine County Sheriff,Racine,Sturtevant,WI,53177,,,1,,
7243,Adams County Sheriffs Office,Adams,Ritzvulle,WA,99169,1,,,,
7355,Southeast Communications Center,Benton,Richland,WA,99352,,,1,,
7171,Newport News Police Department Communications Center ,Newport News City,Newport News,VA,23607,,,1,,
7159,Lunenburg County Sheriff,Lunenburg,Lunenburg,VA,23952,,1,,,
7132,Fredericksburg City Police Department,City of Fredericksburg,Fredericksburg,VA,22401,,,,,1 Intrado Integraded on Vesta
7095,Campbell County Communications,Campbell,Rustburg,VA,24588,,1,,,
7082,Amherst County Emergency Communications,Amherst,Amherst,VA,24521,,1,,,
6186,Spink County Sheriff's Office,Spink,Redfield,SD,57469,,,1,,
6181,Rosebud Tribal Police Department,Todd,Rosebud,SD,57570,,1,,,
6146,Huron Police Department,Beadle,Huron,SD,57350,,,1,,
6125,Cheyenne River Sioux Tribe 911,Dewey County,Eagle Butte,SD,57625,,1,,,
6112,BIA Law Enforcement-Crow Creek Agency,Buffalo,Fort Thompson,SD,57339,,1,,,
5470,Ottawa County Sheriffs Office,Ottawa,Port Clinton ,OH,43452,,,1,,
5348,Grandview Heights Police Department,Franklin,Columbus,OH,43212,1,,,,
5322,Northwest Regional Emergency Communications Center,Franklin,Dublin,OH,43017,,,1,,
4457,Transylvania County 911 Communications,Transylvania,Brevard ,NC,28712,,,1,,
4391,Pamlico County Sheriffs Communications,Pamlico,Bayboro,NC,28515,,1,,,
4200,Burke County Emergency Communications Center,Burke,Morganton,NC,28680,,,1,,
4131,Gallatin County 911,Gallatin,Bozeman,MT,59718,,,1,,
4090,Smith County Sheriffs Office,Smith ,Raleigh,MS,39153,,,1,,
3489,Monroe County Central Dispatch,Monroe,Monroe,MI,48161,,1,,,
3115,Redriver Parish Sheriff,Red River,Coushatta,LA,71019,,,1,,
1802,Lowndes County 9-1-1 Emergency Management Center,Lowndes,Valdosta,GA,31601,1,,,,
1689,Winter Springs Police Department,Seminole,Sanford,FL,32773,,,1,,
1653,Seminole County Sheriffs Office,Seminole,Sanford,FL,32773,,,1,,
1652,Seminole County Fire and EMS,Seminole,Sanford,FL,32773,,,1,,
1012,UC Berkeley Police Department,Alameda,Sacramento,CA ,95811,,1,,,
979,Sonora Police Department,Tuolomne,Sacramento,CA,95811,,,1,,
977,Sonoma County Sheriff (santa Rosa),Sonoma,Santa Rosa,CA,95403,,,1,,
961,Santa Paula Police Department,Ventura,Sacramento,CA,95811,,1,,,
925,San Diego Police Department,San Diego,San Diego,CA,92101,,,1,,
883,Port Hueneme Police Department,Ventura,Sacramento,CA,95811,,1,,,
880,Pleasanton Police Department,Alameda,Sacramento,CA,95811,,,1,,
851,Oakdale Police Department,Stanislaus,Sacramento,CA,95811,,,1,,
835,Monterey County Emergency Communications Center,Monterey,Salinas,CA,93906,,,1,,
812,Mariposa County Sheriff (mariposa),Mariposa,Sacramento,CA,95811,,1,,,
804,Madera Police Department,Madera,Sacramento,CA,95811,,,1,,
743,Glenn County Sheriff (Willows),Glenn,Sacramento,CA,95811,,,1,,
694,Dinuba Police Department,Tulare,Dinuba,CA,93618,,,1,,
679,CSU Fresno Police Department,Fresno,Sacramento,CA ,95811,,,1,,
613,Chowchilla Police Department,Madera,Sacramento,CA,95811,,1,,,
609,Ceres Police Department,Stanislaus,Sacramento,CA,95811,,1,,,
553,Bell Police Department,Los Angeles,Sacramento,CA,95811,,,1,,
512,Willcox Police Department,Cochise,Willcox,AZ,85643,,,1,,
424,Douglas Police Department,Cochise,Douglas,AZ,85607,,,1,,
402,Benson Police Department,Cochise,Benson,AZ,85602,,,1,,
164,Crenshaw County Emergency Communications,Stevens,Colville,WA,99114,,,1,,
8501,New River Valley Emergency Communications Regional Authority,Montgomery,Christiansburg,VA,24073,,,1,,
8264,McFarland Police Department,Kern,McFarland,CA,93250,,,1,,
8126,NASA Ames Police Department,Santa Clara,Moffitt Field,CA,94035,,,1,,
7619,Casper Public Safety Communications Center,Natrona,Casper,WY,82609,1,,,,
7214,Tazewell County 911,Tazewell,Tazewell,VA,24651,,,1,,
7197,Scott County Emergency Communications Center,Scott,Gate City,GA,24251,,,1,,
7188,Radford City Police Department,Radford,Radford,VA,24141,,,1,,
7177,Page County Emergency Operations Center,Page,Luray,VA,22835,,1,,,
7142,Hampton Police Communications,City of Hampton,Hampton,VA,23669,,,1,,
7116,Danville Fire Department/Emergency Communications,Pittsylvania,Danville,VA,24541,1,,,,
7093,Buchanan County 911,Buchanan 911,Vansant,VA,24656,,,1,,
7091,Bristol 911 Communications,Bristol City,Bristol,VA,24201,,,1,,
7089,Bland County Sheriff,Bland,Bland,VA,24315,,,1,,
7080,Alleghany County Sheriffs Office,Alleghany,Covington,VA,24426,,,,,1
6934,Tarrant County Fire Alarm Center,Tarrant,Fort Worth,TX,76179,,,1,,
6261,Hamblen County 911,Hamblen,Morristown,TN,37814,,,1,,
6201,City Of Yankton Communications Center,Yankton,Yankton,SD,57078,,,1,,
6199,Winner Police Department,Tripp,Winner,SD,57580,,,1,,
6197,Watertown Police Department,Codington,Watertown,SD,57201,,,1,,
6191,Union County Sheriff's Office,Union,Elk Point,SD,57025,,,1,,
6185,Spearfish Police Department,Lawrence,Spearfish,SD,57783,,,1,,
6180,Roberts County Sheriffs Office,Roberts,Sisseton,SD,57262,,,1,,
6176,Central South Dakota Communications,Hughes,Pierre,SD,57501,,,1,,
6174,Pennington County 911,Pennington,Rapid City,SD,57701,,,1,,
6172,North Central Regional E911,Walworth,East Mobridge,SD,57601,,,1,,
6170,Moody County Emergency Management,Moody,Flandreau,SD,57028,,,1,,
6168,Mitchell Regional 911 Center,Davison,Mitchell,SD,57301,,,1,,
6167,Metro Communications,Minnehaha,Sioux Falls,SD,57104,,,1,,
6166,Miner County Dispatch 911,Miner,Howard,SD,57349,,,1,,
6164,Meade County Telecom,Meade,Sturgis,SD,57785,,,1,,
6160,Marshall County 911,Marshall,Britton,SD,57430,,,1,,
6157,Lincoln County Communications,Lincoln,Canton,SD,57013,,,1,,
6156,Lawrence County Sheriffs Office,Lawrence,Deadwood,SD,57732,,,1,,
6155,Lake County 911 Communications,Lake,Madison,SD,57042,,,1,,
6137,Fall River County Sheriffs Office,Fall River,Hot Springs,SD,57747,,,1,,
6133,Charles Mix County 911,Charles Mix,Lake Andes,SD,57356,,,1,,
6128,Custer County Communications Center,Custer,Custer,SD,57730,,,1,,
6127,Clay Area Emergency Service Communication Center,Clay,Vermillion,SD,57069,,,1,,
6122,Butte County Dispatch Center,Butte,Belle Fourche,SD,57717,,,1,,
6118,Brown County Communications,Brown,Aberdeen,SD,57401,,,1,,
6116,Brookings County Sheriffs Office,Brookings,Brookings,SD,57006,,,1,,
6115,Bon Homme County 911,Bon Homme,Tyndall,SD,57066,,,1,,
6076,Lexington County Public Safety,Lexington,Lexington,SC,29072,,,1,,
5792,Lane County Sheriffs Office,Lane,Eugene,OR,97401,,1,,,
5476,Paulding County Sheriffs Office,Paulding,Paulding,OH,45879,,,1,,
5398,Lorain County 911 Agency,Lorain,Elyria,OH,44035,,,1,,
5242,Athens County 911 Emergency Communications,Athens,Athens,Ohio,45701,,,1,,
3822,Holt County Sheriffs Office,Holt,Oregon,MO,64473,1,,,,
3787,Columbia-Boone County Joint Communications,Boone,Columbia,MO,65202,,,1,,
2387,Illinois Valley Regional Dispatch,LaSalle,Peru,IL,61354,,,1,,
1680,Wakulla County Sheriffs Department,Wakulla,Crawfordville,FL,32327,,,1,,
1526,Hardee County Sheriffs Office,Hardee,Wauchula,FL,33873,,,1,,
1056,Yuba County Sheriff,Yuba,Sacramento,CA,95811,,1,,,
1053,US Yosemite National Park,Mariposa,Sacramento,CA,95811,,1,,,
1016,UC Riverside Police Department,Riverside,Riverside,CA,92521,,,1,,
1009,Turlock Police Department,Stanislaus,Sacramento,CA,95811,,1,,,
1005,Tulare County Sheriff (Visalia),Tulare,Sacramento,CA,95811,,1,,,
1003,Trinity County Sheriff's Office  (Weaverville),Trinity,Sacramento,CA,95811,,1,,,
988,Stanislaus Regional 911 (Modesto),Stanislaus,Sacramento,CA,95811,,1,,,
986,St. Helena Police Department,Napa,Sacramento,CA,95811,,1,,,
983,South Lake Tahoe Police Department,El Dorado,Sacramento,CA,95811,,1,,,
971,Sierra County Sheriff (Downieville),Sierra,Sacramento,CA,95811,,1,,,
933,San Joaquin County Sheriff (Stockton/French Camp),San Joaquin,French Camp,CA,95231,,,1,,
929,CSU San Francisco Police Department,San Francisco,Sacramento,CA,95811,,1,,,
893,Reedley Police Department,Fresno,Sacramento,CA,95811,,1,,,
861,Oxnard Police and Fire Department,Ventura,Sacramento,CA,95811,,1,,,
814,Marysville Police Department,Yuba,Sacramento,CA,95811,,1,,,
806,Manteca Police Department,San Joaquin,Sacramento,CA,95811,,1,,,
801,Los Banos Police Department,Merced,Los Banos,CA,93635,,,,,1
789,Lodi Police Department,San Joaquin,Sacramento,CA,95811,,1,,,
767,Inyo County Sheriff (Independence),Inyo,Sacramento,CA,95811,,1,,,
752,Hemet Police Department,Riverside,Sacramento,CA,95811,,1,,,
722,Firebaugh Police Department,Fresno,Sacramento,CA,95811,,1,,,
685,CSU San Jose Police Department,Santa Clara,Sacramento,CA,95811,,1,,,
673,Cotati Police Department,Sonoma,Sacramento,CA,95811,,1,,,
670,Corona Police Department,Riverside,Sacramento,CA,95811,,1,,,
660,Colton Police Department,San Bernardino,Colton,CA,92324,,,1,,
658,Coalinga Police Department,Fresno,Coalinga,CA,93210,,,1,,
654,Cloverdale Police Department,Sonoma,Sacramento,CA,95811,,1,,,
579,Calistoga Police Department,Napa,Sacramento,CA,95811,,1,,,
574,Calaveras County Sheriff (San Andreas),San Andreas,Sacramento,CA,95811,,1,,,
561,Blythe Police Department,Riverside,Sacramento,CA,95811,,1,,,
552,Bell Gardens Police Department,Los Angeles,Sacramento,CA,95811,,1,,,
528,Amador County Sheriff (Jackson),Amador,Jackson,CA,95642,,,1,,
440,Graham County Sheriffs Office,Graham,Thatcher,AZ,85552,,,1,,
371,Pulaski County Sheriffs Office,Pulaski,Little Rock,AR,72204,,,1,,
8588,Richmond Ambulance Authority,City of Richmond,Richmond,VA,23220,,,1,,
8312,Lebanon Police Department,Wilson,Lebanon,TN,37087,,,1,,
8311,Mount Juliet Police Department,Wilson,Lebanon,TN,37087,,,1,,
8309,Wilson County Emergency Management Agency,Wilson,Lebanon,TN,37087,,,1,,
8296,Salem City Police Department,Columbiana,Lisbon,OH,44432,,,,,1
8295,East Palestine Village Police Department,Columbiana,Lisbon,OH,44432,,,,,1
8294,East Liverpool City Police Department,Columbiana,Lisbon,OH,44432,,,,,1
8293,Columbiana City Police Department,Columbiana,Lisbon,OH,44432,,,,,1
8262,Tulare County Fire Department,Tulare,Sacramento,CA,95811,,1,,,
8258,San Diego Harbor Police Department,San Diego,Sacramento,CA,95811,,1,,,
8256,Csu San Marcos Police Department,San Diego,San Marcos,CA,92078,,,1,,
8225,Alameda Regional Emergency Comm,Alameda,Sacramento,CA,95811,,1,,,
7215,Twin County E911,Carroll,Galax,VA,24333,,,1,,
7204,Stafford County Sheriffs Communications,Stafford,Stafford ,VA,22555,,,1,,
7198,Shenandoah County Emergency Communications,Shenandoah,Woodstock,VA,22664,,,1,,
7194,Rockbridge Regional Public Safety Communications Center,Rockbridge,Buena Vista ,VA,24416,,,1,,
7175,Nottoway County Sheriff,Nottoway,Nottoway,VA,23955,,1,,,
7169,Nelson County Emergency Communications,Nelson,Lovingston,VA,22949,,,1,,
7161,Madison County E911,Madison,Madison,VA,22727,,1,,,
7158,Louisa County Sheriff,Louisa,Louisa,Va,23093,,,1,,
7153,King William County Sheriff,King William,King William,VA,23066,,1,,,
7152,King George County Sheriff,King George,King George,VA,22485,,1,,,
7144,Harrisonburg Rockingham Emergency Operations Center,Rockingham,Harrisonburg,VA,22802,,1,,,
7141,Halifax County E911,Halifax,Halifax,VA,24558,,1,,,
7136,Goochland County Sheriffs Office,Goochland,Goochland,VA,23063,,,1,,
7130,Franklin Police Department,Franklin,Franklin,VA,23851,,1,,,
7128,Fluvanna County Sheriff,Fluvanna,Palmyra,VA,22963,,1,,,
7121,Essex County Sheriffs Office,Essex,Tappahannock,VA,22560,,1,,,
7120,Emporia Police Department,Emporia,Emporia,VA,23847,1,,,,
7115,Cumberland County Sheriff,Cumberland,Cumberland,VA,23040,,1,,,
7085,Augusta County Emergency Communications Center,Augusta,Verona,VA,24482,,1,,,
6383,Wilson County Sheriff,Wilson,Lebanon,TN,37087,,,1,,
6382,Wilson County ECD,Wilson,Lebanon,TN,37087,,,1,,
6282,Jefferson County 911,Jefferson,Jefferson City,TN,37820,,,1,,
5882,Delaware County Emergency Communications Center,Delaware,Eddystone,PA,19022,,,1,,
5881,Delaware County Courthouse,Delaware,Eddystone,PA,19022,,,1,,
5303,Columbiana County Sheriffs Office,Columbiana,Lisbon,OH,44432,,,,,1
5292,City Of Cincinnati 9-1-1 Center,Hamilton,Cincinnati,OH,45204,,,,,1
5280,Carroll County Sheriffs Office,Carroll,Carrolloton,OH,44615,,1,,,
4186,Beaufort County Communications Center,Beaufort,Washington ,NC,27889,1,,,,
3935,St Francois County Communications Center,St. Francois,Park Hills,MO,63601,,1,,,
3397,Gratiot County Central Dispatch,Gratiot,Ithaca,Mi ,48847,,1,,,
3310,Allegan County Central Dispatch,Allegan,Allegan ,Mi ,49010,,1,,,
3236,Washington County Emergency Communications Center,Washington,Williamsport,MD,21795,,,1,,
3219,Dorchester County 911 Emergency Services,Dorchester,Cambridge,MD,21613,,,1,,
